varos,sorszam,valasztokorzet,szavazat_tipus,ervenyes_szavazolapok,ervenytelen_szavazolapok,ervenytelen_arany
"Budapest XVIII. kerület",022,"Budapest XVIII. kerület - 022",J,652,4,0.609756097560976
"Budapest XX. kerület",047,"Budapest XX. kerület - 047",L,652,4,0.609756097560976
Kiskunhalas,016,"Kiskunhalas - 016",L,489,3,0.609756097560976
Kiskunhalas,022,"Kiskunhalas - 022",L,489,3,0.609756097560976
Farkaslyuk,001,"Farkaslyuk - 001",L,326,2,0.609756097560976
Miskolc,011,"Miskolc - 011",J,652,4,0.609756097560976
Szeged,404,"Szeged - 404",J,815,5,0.609756097560976
Kunmadaras,003,"Kunmadaras - 003",L,326,2,0.609756097560976
"Pásztó",006,"Pásztó - 006",L,652,4,0.609756097560976
Dunakeszi,004,"Dunakeszi - 004",L,815,5,0.609756097560976
"Kaposvár",043,"Kaposvár - 043",L,652,4,0.609756097560976
"Hodász",001,"Hodász - 001",L,489,3,0.609756097560976
"Bonyhád",017,"Bonyhád - 017",J,163,1,0.609756097560976
"Koppányszántó",001,"Koppányszántó - 001",L,163,1,0.609756097560976
"Pörböly",001,"Pörböly - 001",L,326,2,0.609756097560976
Ajka,022,"Ajka - 022",J,652,4,0.609756097560976
"Dörgicse",001,"Dörgicse - 001",L,163,1,0.609756097560976
"Pápa",012,"Pápa - 012",J,489,3,0.609756097560976
"Budapest IV. kerület",054,"Budapest IV. kerület - 054",J,816,5,0.609013398294762
"Budapest VII. kerület",024,"Budapest VII. kerület - 024",L,816,5,0.609013398294762
"Pécs",102,"Pécs - 102",L,816,5,0.609013398294762
"Gödöllő",001,"Gödöllő - 001",L,653,4,0.60882800608828
"Ócsa",004,"Ócsa - 004",L,653,4,0.60882800608828
"Sülysáp",003,"Sülysáp - 003",J,653,4,0.60882800608828
"Kunszentmárton",007,"Kunszentmárton - 007",J,490,3,0.608519269776876
"Cegléd",026,"Cegléd - 026",L,490,3,0.608519269776876
"Budapest XVII. kerület",072,"Budapest XVII. kerület - 072",L,817,5,0.608272506082725
"Tatabánya",059,"Tatabánya - 059",L,817,5,0.608272506082725
Baja,018,"Baja - 018",J,654,4,0.60790273556231
Aggtelek,001,"Aggtelek - 001",L,327,2,0.60790273556231
"Magyarcsanád",002,"Magyarcsanád - 002",J,327,2,0.60790273556231
"Székesfehérvár",083,"Székesfehérvár - 083",J,654,4,0.60790273556231
"Győrszemere",003,"Győrszemere - 003",J,654,4,0.60790273556231
"Máriahalom",001,"Máriahalom - 001",J,327,2,0.60790273556231
"Máriahalom",001,"Máriahalom - 001",L,327,2,0.60790273556231
Nikla,001,"Nikla - 001",J,327,2,0.60790273556231
Nikla,001,"Nikla - 001",L,327,2,0.60790273556231
"Kiskunlacháza",002,"Kiskunlacháza - 002",L,818,5,0.607533414337789
"Budapest VI. kerület",025,"Budapest VI. kerület - 025",J,491,3,0.607287449392713
"Budapest VIII. kerület",046,"Budapest VIII. kerület - 046",J,491,3,0.607287449392713
"Budapest X. kerület",041,"Budapest X. kerület - 041",L,491,3,0.607287449392713
"Zichyújfalu",001,"Zichyújfalu - 001",J,491,3,0.607287449392713
"Gyöngyössolymos",001,"Gyöngyössolymos - 001",L,491,3,0.607287449392713
Szihalom,002,"Szihalom - 002",J,491,3,0.607287449392713
"Balatonboglár",002,"Balatonboglár - 002",L,491,3,0.607287449392713
"Zalaszentgrót",002,"Zalaszentgrót - 002",L,491,3,0.607287449392713
"Budapest XVIII. kerület",016,"Budapest XVIII. kerület - 016",J,655,4,0.606980273141123
"Kecskemét",066,"Kecskemét - 066",L,655,4,0.606980273141123
Adony,001,"Adony - 001",J,655,4,0.606980273141123
Tapolca,008,"Tapolca - 008",L,655,4,0.606980273141123
Keszthely,013,"Keszthely - 013",J,655,4,0.606980273141123
"Budapest XII. kerület",047,"Budapest XII. kerület - 047",J,819,5,0.606796116504854
"Budapest XIII. kerület",015,"Budapest XIII. kerület - 015",J,819,5,0.606796116504854
"Pécs",144,"Pécs - 144",J,656,4,0.606060606060606
"Dunaújváros",001,"Dunaújváros - 001",J,656,4,0.606060606060606
"Szabadbattyán",003,"Szabadbattyán - 003",L,656,4,0.606060606060606
"Székesfehérvár",052,"Székesfehérvár - 052",J,492,3,0.606060606060606
"Ágfalva",002,"Ágfalva - 002",J,656,4,0.606060606060606
"Nyíradony",002,"Nyíradony - 002",J,492,3,0.606060606060606
"Egerszólát",001,"Egerszólát - 001",J,656,4,0.606060606060606
Szihalom,002,"Szihalom - 002",L,492,3,0.606060606060606
"Tatabánya",038,"Tatabánya - 038",L,656,4,0.606060606060606
"Biatorbágy",005,"Biatorbágy - 005",J,820,5,0.606060606060606
Bugyi,002,"Bugyi - 002",J,492,3,0.606060606060606
"Érd",034,"Érd - 034",J,656,4,0.606060606060606
"Pomáz",005,"Pomáz - 005",L,656,4,0.606060606060606
Gige,001,"Gige - 001",L,164,1,0.606060606060606
"Kaposvár",025,"Kaposvár - 025",J,492,3,0.606060606060606
"Gősfa",001,"Gősfa - 001",J,164,1,0.606060606060606
"Gősfa",001,"Gősfa - 001",L,164,1,0.606060606060606
"Zalaszentlőrinc",001,"Zalaszentlőrinc - 001",J,164,1,0.606060606060606
"Budapest XI. kerület",115,"Budapest XI. kerület - 115",L,821,5,0.605326876513317
"Biatorbágy",005,"Biatorbágy - 005",L,821,5,0.605326876513317
"Budapest II. kerület",050,"Budapest II. kerület - 050",L,657,4,0.605143721633888
"Kecskemét",022,"Kecskemét - 022",J,657,4,0.605143721633888
Hegyeshalom,002,"Hegyeshalom - 002",L,657,4,0.605143721633888
"Tárnok",002,"Tárnok - 002",L,657,4,0.605143721633888
"Fehérgyarmat",004,"Fehérgyarmat - 004",L,657,4,0.605143721633888
"Nagykálló",008,"Nagykálló - 008",J,657,4,0.605143721633888
Zalaegerszeg,016,"Zalaegerszeg - 016",J,657,4,0.605143721633888
Miskolc,033,"Miskolc - 033",L,493,3,0.604838709677419
Szolnok,069,"Szolnok - 069",J,493,3,0.604838709677419
Bugyi,004,"Bugyi - 004",L,493,3,0.604838709677419
"Pápa",004,"Pápa - 004",L,493,3,0.604838709677419
Lenti,005,"Lenti - 005",L,493,3,0.604838709677419
"Vitnyéd",001,"Vitnyéd - 001",J,822,5,0.60459492140266
"Vitnyéd",001,"Vitnyéd - 001",L,822,5,0.60459492140266
Balaton,001,"Balaton - 001",J,329,2,0.604229607250755
Balaton,001,"Balaton - 001",L,329,2,0.604229607250755
Tata,022,"Tata - 022",J,658,4,0.604229607250755
"Szigetszentmiklós",019,"Szigetszentmiklós - 019",J,658,4,0.604229607250755
"Szólád",001,"Szólád - 001",L,329,2,0.604229607250755
"Balatonfüred",007,"Balatonfüred - 007",L,987,6,0.604229607250755
"Bocfölde",001,"Bocfölde - 001",L,658,4,0.604229607250755
"Andornaktálya",001,"Andornaktálya - 001",J,823,5,0.603864734299517
"Harkány",001,"Harkány - 001",J,494,3,0.603621730382294
"Nyíregyháza",092,"Nyíregyháza - 092",J,494,3,0.603621730382294
Szombathely,058,"Szombathely - 058",J,494,3,0.603621730382294
"Gyöngyössolymos",003,"Gyöngyössolymos - 003",L,659,4,0.603318250377074
Szolnok,059,"Szolnok - 059",J,659,4,0.603318250377074
"Komárom",012,"Komárom - 012",L,659,4,0.603318250377074
Zalaegerszeg,029,"Zalaegerszeg - 029",J,659,4,0.603318250377074
"Budapest XI. kerület",043,"Budapest XI. kerület - 043",L,824,5,0.60313630880579
Szeged,104,"Szeged - 104",L,824,5,0.60313630880579
"Budapest VI. kerület",018,"Budapest VI. kerület - 018",J,660,4,0.602409638554217
"Pécs",076,"Pécs - 076",L,660,4,0.602409638554217
"Tótkomlós",001,"Tótkomlós - 001",L,330,2,0.602409638554217
"Lénárddaróc",001,"Lénárddaróc - 001",L,165,1,0.602409638554217
Miskolc,007,"Miskolc - 007",L,495,3,0.602409638554217
"Nyomár",001,"Nyomár - 001",L,165,1,0.602409638554217
"Királyhegyes",001,"Királyhegyes - 001",L,330,2,0.602409638554217
Pannonhalma,002,"Pannonhalma - 002",J,495,3,0.602409638554217
"Herencsény",001,"Herencsény - 001",L,330,2,0.602409638554217
"Budapest XIV. kerület",055,"Budapest XIV. kerület - 055",J,991,6,0.601805416248746
"Budapest XIV. kerület",009,"Budapest XIV. kerület - 009",J,826,5,0.601684717208183
Hatvan,011,"Hatvan - 011",J,826,5,0.601684717208183
"Budapest XV. kerület",056,"Budapest XV. kerület - 056",J,661,4,0.601503759398496
"Budapest XVII. kerület",032,"Budapest XVII. kerület - 032",J,661,4,0.601503759398496
"Pécs",133,"Pécs - 133",L,661,4,0.601503759398496
Hatvan,008,"Hatvan - 008",J,661,4,0.601503759398496
"Őrbottyán",003,"Őrbottyán - 003",L,496,3,0.601202404809619
"Bük",002,"Bük - 002",J,496,3,0.601202404809619
"Budapest XIV. kerület",069,"Budapest XIV. kerület - 069",J,827,5,0.600961538461539
"Százhalombatta",015,"Százhalombatta - 015",L,827,5,0.600961538461539
"Budapest III. kerület",055,"Budapest III. kerület - 055",J,662,4,0.600600600600601
Miskolc,129,"Miskolc - 129",L,331,2,0.600600600600601
"Gyöngyössolymos",002,"Gyöngyössolymos - 002",J,662,4,0.600600600600601
"Géberjén",001,"Géberjén - 001",J,331,2,0.600600600600601
"Géberjén",001,"Géberjén - 001",L,331,2,0.600600600600601
"Újdombrád",001,"Újdombrád - 001",J,331,2,0.600600600600601
"Újdombrád",001,"Újdombrád - 001",L,331,2,0.600600600600601
"Budapest XIV. kerület",017,"Budapest XIV. kerület - 017",L,828,5,0.600240096038415
"Budapest XVII. kerület",047,"Budapest XVII. kerület - 047",J,828,5,0.600240096038415
"Budapest XIII. kerület",086,"Budapest XIII. kerület - 086",L,497,3,0.6
Szarvas,013,"Szarvas - 013",L,497,3,0.6
Deszk,003,"Deszk - 003",J,497,3,0.6
Szombathely,065,"Szombathely - 065",J,497,3,0.6
"Gádoros",002,"Gádoros - 002",J,663,4,0.599700149925038
Eger,038,"Eger - 038",J,663,4,0.599700149925038
"Várpalota",014,"Várpalota - 014",L,663,4,0.599700149925038
Szeged,306,"Szeged - 306",L,829,5,0.599520383693046
"Nagykovácsi",005,"Nagykovácsi - 005",L,995,6,0.599400599400599
"Budapest IV. kerület",045,"Budapest IV. kerület - 045",L,830,5,0.598802395209581
"Budapest XVIII. kerület",043,"Budapest XVIII. kerület - 043",L,664,4,0.598802395209581
Kalocsa,017,"Kalocsa - 017",J,498,3,0.598802395209581
"Nyárlőrinc",001,"Nyárlőrinc - 001",L,664,4,0.598802395209581
Solt,001,"Solt - 001",L,498,3,0.598802395209581
Szank,001,"Szank - 001",J,664,4,0.598802395209581
Szarvas,015,"Szarvas - 015",L,498,3,0.598802395209581
Szentes,032,"Szentes - 032",L,664,4,0.598802395209581
"Pákozd",002,"Pákozd - 002",J,664,4,0.598802395209581
"Bakonypéterd",001,"Bakonypéterd - 001",J,166,1,0.598802395209581
"Érd",036,"Érd - 036",J,830,5,0.598802395209581
"Pomáz",015,"Pomáz - 015",J,664,4,0.598802395209581
"Karakószörcsök",001,"Karakószörcsök - 001",J,166,1,0.598802395209581
"Nagydém",001,"Nagydém - 001",L,166,1,0.598802395209581
"Pápasalamon",001,"Pápasalamon - 001",L,166,1,0.598802395209581
"Hévíz",005,"Hévíz - 005",J,664,4,0.598802395209581
"Kemendollár",002,"Kemendollár - 002",L,166,1,0.598802395209581
Dunakeszi,026,"Dunakeszi - 026",L,997,6,0.598205383848455
Soltvadkert,001,"Soltvadkert - 001",J,831,5,0.598086124401914
Szentendre,013,"Szentendre - 013",J,831,5,0.598086124401914
"Budapest III. kerület",059,"Budapest III. kerület - 059",J,665,4,0.597907324364723
"Kecskemét",069,"Kecskemét - 069",L,665,4,0.597907324364723
"Mezőkövesd",002,"Mezőkövesd - 002",J,665,4,0.597907324364723
"Varbó",001,"Varbó - 001",J,665,4,0.597907324364723
"Hódmezővásárhely",039,"Hódmezővásárhely - 039",L,665,4,0.597907324364723
"Pákozd",001,"Pákozd - 001",J,665,4,0.597907324364723
"Nyergesújfalu",003,"Nyergesújfalu - 003",L,665,4,0.597907324364723
"Dunavarsány",002,"Dunavarsány - 002",J,665,4,0.597907324364723
"Szigetszentmiklós",022,"Szigetszentmiklós - 022",J,665,4,0.597907324364723
"Veresegyház",008,"Veresegyház - 008",L,665,4,0.597907324364723
"Budapest XII. kerület",023,"Budapest XII. kerület - 023",J,499,3,0.597609561752988
"Budapest XXIII. kerület",021,"Budapest XXIII. kerület - 021",L,499,3,0.597609561752988
"Ózd",002,"Ózd - 002",J,499,3,0.597609561752988
"Székesfehérvár",015,"Székesfehérvár - 015",J,499,3,0.597609561752988
Kistarcsa,008,"Kistarcsa - 008",J,998,6,0.597609561752988
Szigethalom,015,"Szigethalom - 015",L,499,3,0.597609561752988
Zalaegerszeg,008,"Zalaegerszeg - 008",L,499,3,0.597609561752988
"Budapest XVIII. kerület",052,"Budapest XVIII. kerület - 052",L,832,5,0.597371565113501
Szeged,213,"Szeged - 213",J,832,5,0.597371565113501
Szeged,213,"Szeged - 213",L,832,5,0.597371565113501
Debrecen,020,"Debrecen - 020",J,832,5,0.597371565113501
Nagykanizsa,002,"Nagykanizsa - 002",L,832,5,0.597371565113501
"Budapest XVII. kerület",010,"Budapest XVII. kerület - 010",J,666,4,0.597014925373134
"Drávaszabolcs",001,"Drávaszabolcs - 001",J,333,2,0.597014925373134
Kiskunmajsa,003,"Kiskunmajsa - 003",L,666,4,0.597014925373134
"Hódmezővásárhely",014,"Hódmezővásárhely - 014",J,666,4,0.597014925373134
"Mihálygerge",001,"Mihálygerge - 001",J,333,2,0.597014925373134
"Gödöllő",008,"Gödöllő - 008",J,666,4,0.597014925373134
"Mélykút",003,"Mélykút - 003",L,500,3,0.596421471172962
"Uszód",001,"Uszód - 001",L,500,3,0.596421471172962
"Körösszegapáti",001,"Körösszegapáti - 001",J,500,3,0.596421471172962
"Körösszegapáti",001,"Körösszegapáti - 001",L,500,3,0.596421471172962
"Sárisáp",001,"Sárisáp - 001",J,500,3,0.596421471172962
"Vértesszőlős",002,"Vértesszőlős - 002",J,500,3,0.596421471172962
"Alsónémedi",002,"Alsónémedi - 002",J,500,3,0.596421471172962
"Alsónémedi",002,"Alsónémedi - 002",L,500,3,0.596421471172962
"Budapest VI. kerület",027,"Budapest VI. kerület - 027",L,667,4,0.596125186289121
Baja,029,"Baja - 029",L,667,4,0.596125186289121
"Kecskemét",016,"Kecskemét - 016",J,667,4,0.596125186289121
"Kecskemét",016,"Kecskemét - 016",L,667,4,0.596125186289121
"Kiskunfélegyháza",011,"Kiskunfélegyháza - 011",J,667,4,0.596125186289121
Szolnok,002,"Szolnok - 002",L,667,4,0.596125186289121
Miskolc,017,"Miskolc - 017",L,834,5,0.595947556615018
"Körmend",007,"Körmend - 007",L,834,5,0.595947556615018
"Budapest III. kerület",016,"Budapest III. kerület - 016",L,668,4,0.595238095238095
"Budapest VII. kerület",005,"Budapest VII. kerület - 005",L,668,4,0.595238095238095
"Budapest IX. kerület",015,"Budapest IX. kerület - 015",L,501,3,0.595238095238095
"Budapest XI. kerület",005,"Budapest XI. kerület - 005",L,668,4,0.595238095238095
Majs,001,"Majs - 001",L,501,3,0.595238095238095
"Rózsafa",001,"Rózsafa - 001",J,167,1,0.595238095238095
"Gyöngyös",022,"Gyöngyös - 022",J,668,4,0.595238095238095
"Százhalombatta",009,"Százhalombatta - 009",L,668,4,0.595238095238095
"Sződ",001,"Sződ - 001",L,835,5,0.595238095238095
Hencse,001,"Hencse - 001",J,167,1,0.595238095238095
"Újfehértó",006,"Újfehértó - 006",J,668,4,0.595238095238095
"Cák",001,"Cák - 001",J,167,1,0.595238095238095
"Meggyeskovácsi",001,"Meggyeskovácsi - 001",L,334,2,0.595238095238095
Szemenye,001,"Szemenye - 001",J,167,1,0.595238095238095
Szemenye,001,"Szemenye - 001",L,167,1,0.595238095238095
"Csögle",001,"Csögle - 001",L,334,2,0.595238095238095
"Iklódbördőce",001,"Iklódbördőce - 001",L,167,1,0.595238095238095
"Szentgyörgyvár",001,"Szentgyörgyvár - 001",J,167,1,0.595238095238095
"Szentgyörgyvár",001,"Szentgyörgyvár - 001",L,167,1,0.595238095238095
"Győr",086,"Győr - 086",J,836,5,0.594530321046373
Debrecen,020,"Debrecen - 020",L,836,5,0.594530321046373
Zalaegerszeg,003,"Zalaegerszeg - 003",J,836,5,0.594530321046373
"Győr",047,"Győr - 047",L,669,4,0.594353640416048
"Tatabánya",049,"Tatabánya - 049",J,669,4,0.594353640416048
"Pécel",005,"Pécel - 005",J,669,4,0.594353640416048
Szombathely,002,"Szombathely - 002",J,669,4,0.594353640416048
Szombathely,002,"Szombathely - 002",L,669,4,0.594353640416048
Csopak,002,"Csopak - 002",L,669,4,0.594353640416048
Zalaegerszeg,015,"Zalaegerszeg - 015",J,669,4,0.594353640416048
"Emőd",005,"Emőd - 005",J,502,3,0.594059405940594
"Emőd",005,"Emőd - 005",L,502,3,0.594059405940594
"Jászboldogháza",002,"Jászboldogháza - 002",L,502,3,0.594059405940594
"Takácsi",001,"Takácsi - 001",L,502,3,0.594059405940594
"Budapest XVII. kerület",052,"Budapest XVII. kerület - 052",J,837,5,0.593824228028504
"Budapest XVIII. kerület",065,"Budapest XVIII. kerület - 065",J,837,5,0.593824228028504
Debrecen,082,"Debrecen - 082",J,837,5,0.593824228028504
"Budapest XVIII. kerület",064,"Budapest XVIII. kerület - 064",L,670,4,0.593471810089021
"Kemenessömjén",001,"Kemenessömjén - 001",L,335,2,0.593471810089021
"Veszprém",005,"Veszprém - 005",L,670,4,0.593471810089021
"Budapest I. kerület",001,"Budapest I. kerület - 001",J,838,5,0.593119810201661
"Budapest IV. kerület",066,"Budapest IV. kerület - 066",L,838,5,0.593119810201661
Debrecen,062,"Debrecen - 062",J,838,5,0.593119810201661
"Nemesvámos",001,"Nemesvámos - 001",L,838,5,0.593119810201661
"Budapest III. kerület",098,"Budapest III. kerület - 098",J,503,3,0.592885375494071
"Jánoshalma",004,"Jánoshalma - 004",L,503,3,0.592885375494071
Bucsa,002,"Bucsa - 002",L,503,3,0.592885375494071
Kazincbarcika,001,"Kazincbarcika - 001",L,503,3,0.592885375494071
"Fertőszentmiklós",004,"Fertőszentmiklós - 004",L,503,3,0.592885375494071
"Győrság",001,"Győrság - 001",L,839,5,0.592417061611374
"Budapest II. kerület",001,"Budapest II. kerület - 001",L,840,5,0.591715976331361
"Rózsafa",001,"Rózsafa - 001",L,168,1,0.591715976331361
"Jánoshalma",001,"Jánoshalma - 001",J,504,3,0.591715976331361
Kalocsa,012,"Kalocsa - 012",J,504,3,0.591715976331361
Maroslele,001,"Maroslele - 001",J,336,2,0.591715976331361
"Mezőfalva",001,"Mezőfalva - 001",J,672,4,0.591715976331361
"Románd",001,"Románd - 001",L,168,1,0.591715976331361
Debrecen,054,"Debrecen - 054",L,840,5,0.591715976331361
"Szűcsi",001,"Szűcsi - 001",J,504,3,0.591715976331361
"Szűcsi",001,"Szűcsi - 001",L,504,3,0.591715976331361
"Salgótarján",038,"Salgótarján - 038",J,840,5,0.591715976331361
"Nagykőrös",009,"Nagykőrös - 009",L,504,3,0.591715976331361
Szentendre,008,"Szentendre - 008",J,840,5,0.591715976331361
Nyim,001,"Nyim - 001",J,168,1,0.591715976331361
Nyim,001,"Nyim - 001",L,168,1,0.591715976331361
Madocsa,001,"Madocsa - 001",J,336,2,0.591715976331361
"Szentgotthárd",003,"Szentgotthárd - 003",J,504,3,0.591715976331361
Szombathely,048,"Szombathely - 048",L,672,4,0.591715976331361
"Viszák",001,"Viszák - 001",J,168,1,0.591715976331361
"Viszák",001,"Viszák - 001",L,168,1,0.591715976331361
Dunakeszi,001,"Dunakeszi - 001",J,1009,6,0.591133004926108
Szarvas,010,"Szarvas - 010",L,841,5,0.591016548463357
"Kőszeg",002,"Kőszeg - 002",J,841,5,0.591016548463357
"Budapest II. kerület",021,"Budapest II. kerület - 021",L,673,4,0.590841949778434
"Budapest XIII. kerület",002,"Budapest XIII. kerület - 002",J,673,4,0.590841949778434
Miskolc,036,"Miskolc - 036",J,673,4,0.590841949778434
Miskolc,036,"Miskolc - 036",L,673,4,0.590841949778434
"Hortobágy",001,"Hortobágy - 001",J,673,4,0.590841949778434
"Tatabánya",044,"Tatabánya - 044",J,673,4,0.590841949778434
"Budapest XXII. kerület",012,"Budapest XXII. kerület - 012",L,1010,6,0.590551181102362
"Hercegszántó",001,"Hercegszántó - 001",L,505,3,0.590551181102362
Miske,002,"Miske - 002",J,505,3,0.590551181102362
Miskolc,073,"Miskolc - 073",J,505,3,0.590551181102362
"Dunaújváros",026,"Dunaújváros - 026",L,505,3,0.590551181102362
"Ásványráró",002,"Ásványráró - 002",J,505,3,0.590551181102362
"Ásványráró",002,"Ásványráró - 002",L,505,3,0.590551181102362
Sopron,017,"Sopron - 017",L,505,3,0.590551181102362
Szolnok,011,"Szolnok - 011",J,505,3,0.590551181102362
"Alsóörs",002,"Alsóörs - 002",L,505,3,0.590551181102362
Noszlop,001,"Noszlop - 001",J,505,3,0.590551181102362
Zalaegerszeg,005,"Zalaegerszeg - 005",J,505,3,0.590551181102362
"Budapest XV. kerület",016,"Budapest XV. kerület - 016",L,842,5,0.590318772136954
"Lövő",001,"Lövő - 001",L,842,5,0.590318772136954
"Budapest VII. kerület",022,"Budapest VII. kerület - 022",L,674,4,0.589970501474926
"Budapest XVII. kerület",011,"Budapest XVII. kerület - 011",J,674,4,0.589970501474926
"Bátonyterenye",001,"Bátonyterenye - 001",L,337,2,0.589970501474926
"Pásztó",001,"Pásztó - 001",L,674,4,0.589970501474926
Verseg,001,"Verseg - 001",J,674,4,0.589970501474926
"Nyíregyháza",078,"Nyíregyháza - 078",J,1011,6,0.589970501474926
"Szekszárd",016,"Szekszárd - 016",L,337,2,0.589970501474926
"Pécs",118,"Pécs - 118",L,506,3,0.589390962671906
Szeged,211,"Szeged - 211",J,506,3,0.589390962671906
"Székesfehérvár",026,"Székesfehérvár - 026",J,506,3,0.589390962671906
"Székesfehérvár",026,"Székesfehérvár - 026",L,506,3,0.589390962671906
Monor,008,"Monor - 008",L,506,3,0.589390962671906
Ajka,023,"Ajka - 023",J,506,3,0.589390962671906
